content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
sangat cepat respon nya terima kasih dokter,5,0.0,0.0,Positive,7,cepat respon terima kasih dokter,5
alo dokter sekarang berbayar chat konsul nya ga kaya dulu lgi:(,4,-0.75,1.0,Positive,13,alo dokter berbayar chat konsul ga kaya lgi,8
bagus,5,0.0,0.0,Positive,1,bagus,1
yowes,1,0.0,0.0,Negative,1,yowes,1
"responsif, jelas jawabannya.",5,0.0,0.0,Positive,5,responsif jawabannya,2
penjelasannya sangat membantu,5,0.0,0.0,Positive,3,penjelasannya membantu,2
very good..!! mmperoleh analisa en prtimbangan medis dg biaya hemat,5,1.0,0.7800000000000001,Positive,13,very good mmperoleh analisa en prtimbangan medis biaya hemat,9
"trima ksiiiih..alodokter, sngat mmbantu khsusnya dmsa pandemi sprti nie..semoga sukses slllu bwt team alodokter...recommended",5,0.0,0.0,Positive,21,trima ksiiiihalodokter sngat mmbantu khsusnya dmsa pandemi sprti niesemoga sukses slllu bwt team alodokterrecommended,14
dokternya sangat ramah,5,0.0,0.0,Positive,3,dokternya ramah,2
mantap sekali,5,0.0,0.0,Positive,2,mantap,1
ok banget,5,0.5,0.5,Positive,2,ok banget,2
"konsul dokter sangat cepat, respon baik dan dokter ramah sekali",5,0.0,0.0,Positive,11,konsul dokter cepat respon dokter ramah,6
sangat membantu keluhan saya.,5,0.0,0.0,Positive,5,membantu keluhan,2
responsif,5,0.0,0.0,Positive,1,responsif,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
terimakasih sangat membantu,5,0.0,0.0,Positive,3,terimakasih membantu,2
"sales nya maksain instal apk, jd nya saldo d atm saya di potong tiap bulan,pahalah saya tidak prnh pake,mau berhenti berlangganan susah banget",1,0.0,0.0,Negative,28,sales maksain instal apk jd saldo d atm potong bulanpahalah prnh pakemau berhenti berlangganan susah banget,16
"ngebantu banget, dokternya juga ramah-ramah",5,0.0,0.0,Positive,6,ngebantu banget dokternya ramahramah,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
sangat bermanfaat sekali untuk kesehatan,4,0.0,0.0,Positive,5,bermanfaat kesehatan,2
membantu kl lg butuh pertolongn d rmh...jd ad yg bimbing,5,0.0,0.0,Positive,12,membantu kl lg butuh pertolongn d rmhjd ad bimbing,9
baik,3,0.0,0.0,Neutral,1,,0
lumayan membantu. tapi juga ada yang kurang puas. mungkin karena juga lumayan murah,4,0.0,0.0,Positive,15,lumayan membantu puas lumayan murah,5
membantu,5,0.0,0.0,Positive,1,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
terimakasih bu dok penjelasannya sangat mbantu,5,0.0,0.0,Positive,6,terimakasih bu dok penjelasannya mbantu,5
"untuk orang tua 85th, tidak bisa diberi resep online, harus pemeriksaan langsung.",4,0.0,0.0,Positive,15,orang tua 85th resep online pemeriksaan langsung,7
yth alodekter tolong dong saya udah bayar untuk chat kedokter nya tapi dokter nya malah offline,1,0.0,0.0,Negative,16,yth alodekter tolong udah bayar chat kedokter dokter offline,9
"halo kalau saya mau berhenti berlangganan gmn ya? karna sama sekali tidak saya gunakan tpi selalu ada tarikan 39000 ini udh lebih dari 1thn, tolong infonya",1,0.0,0.0,Negative,28,halo berhenti berlangganan gmn karna tpi tarikan 39000 udh 1thn tolong infonya,12
dr selamat sore saya pcr positif bapl 3 hr yg lalu badan mriang,4,0.0,0.0,Positive,13,dr selamat sore pcr positif bapl 3 hr badan mriang,10
dokternya baik....,5,0.0,0.0,Positive,3,dokternya,1
"alodokter sangat baik pelayanannya dan cepat, terima kasih banyak alodokter",5,0.0,0.0,Positive,11,alodokter pelayanannya cepat terima kasih alodokter,6
"respon ny tidak ad, saya hubungin customer service cuma diread doang. kecewa sama pelayanan nya",1,0.0,0.0,Negative,17,respon ny ad hubungin customer service diread doang kecewa pelayanan,10
sangat profesional dan akurat,5,0.0,0.0,Positive,4,profesional akurat,2
good job,5,0.7,0.6000000000000001,Positive,2,good job,2
mantap,5,0.0,0.0,Positive,1,mantap,1
"terimakasih, sangat membantu",5,0.0,0.0,Positive,4,terimakasih membantu,2
puas dengan pelayanannya,5,0.0,0.0,Positive,3,puas pelayanannya,2
tks...alodokter sangat recommended bagi yg mau konsultasi,5,0.0,0.0,Positive,9,tksalodokter recommended konsultasi,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
apakah bisa chat dengan gratis,1,0.0,0.0,Negative,5,chat gratis,2
membantu dlm berkonsultasi terhadap dokter dgn cepat tanpa harus antri,5,0.0,0.0,Positive,10,membantu dlm berkonsultasi dokter dgn cepat antri,7
good job,5,0.7,0.6000000000000001,Positive,2,good job,2
sangat membantu terutama disaat kita bimbang antara pergi kedokter umum apa spesialis,5,0.0,0.0,Positive,12,membantu disaat bimbang pergi kedokter spesialis,6
biarpun responnya agak lambat tapi tetap memutuskanlah.,4,0.0,0.0,Positive,8,biarpun responnya lambat memutuskanlah,4
cepat,5,0.0,0.0,Positive,1,cepat,1
trimkasih banyak untuk alodokter. respon nya sangat cepat sekali untuk menjawab chat dari pertanyaan pasien.sangat membantu sekali untuk mendapatkan informasi dri semua pertanyaan pasein/penderita.trimkasih,5,0.0,0.0,Positive,25,trimkasih alodokter respon cepat chat pasiensangat membantu informasi dri paseinpenderitatrimkasih,10
bagus,5,0.0,0.0,Positive,1,bagus,1
"respons cepat, detai juga, komunikatif bangat.. jadi bisa ambil referensi utk ke dokter sepsialis penyakit",5,0.0,0.0,Positive,18,respons cepat detai komunikatif bangat ambil referensi utk dokter sepsialis penyakit,11
"biaya konsultasi naik tapi tingkat pelayanan semakin menurun. waktu tunggu untuk jawaban dokter pada saat konsultasi lebih dari 20 menit. kita yg butuh jawaban sampai bosan menunggunya. padahal kita kan sudah bayar, kalau sekiranya jadwal dokter spesialis tersebut padat atau banyak pasien mohon jgn ditampilkan dipilihan dokter tersedia. jadi kita gak kecewa",1,0.0,0.0,Negative,57,biaya konsultasi tingkat pelayanan menurun tunggu dokter konsultasi 20 menit butuh bosan menunggunya bayar jadwal dokter spesialis padat pasien mohon jgn ditampilkan dipilihan dokter tersedia gak kecewa,27
deskripsi yg jelas dan membantu,5,0.0,0.0,Positive,5,deskripsi membantu,2
kenapa saldo di atm saya selalu di potong walaupun saya tidak berteransaksi,1,0.0,0.0,Negative,12,saldo atm potong berteransaksi,4
praktis,5,0.0,0.0,Positive,1,praktis,1
dokter sangat membantu dan dqpat berkomunikasi,5,0.0,0.0,Positive,6,dokter membantu dqpat berkomunikasi,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
mantap,5,0.0,0.0,Positive,1,mantap,1
"selamat sore dokter saya tanggal 19 januari dari hasil pcr positif covid, terus tanggal 25 januari 2022 dinyatakan sudah negatif, kemarin tanggal 7 februari 2022 pcr lagi dan hasilnya positif lagi.memang ada gejala2 badan pegal2, kepala sakit, tenggorokan serak dan flu.mungkinkan itu benar hasil pcrnya memang pada saat pcr badan dalam keadaan tidak enak.setelah pcr badan panas dingin.haruskah saya isoman atau dirawat ya dokter.karena saya terpasang slang untuk batu ginjal.teroma kasih",5,0.0,0.0,Positive,75,selamat sore dokter tanggal 19 januari hasil pcr positif covid tanggal 25 januari 2022 dinyatakan negatif kemarin tanggal 7 februari 2022 pcr hasilnya positif lagimemang gejala2 badan pegal2 kepala sakit tenggorokan serak flumungkinkan hasil pcrnya pcr badan enaksetelah pcr badan panas dinginharuskah isoman dirawat dokterkarena terpasang slang batu ginjalteroma kasih,50
sangat membantu untuk mencari informasi mengenai kesehatan,5,0.0,0.0,Positive,7,membantu mencari informasi kesehatan,4
aplikasi ga jelas,1,0.0,0.0,Negative,3,aplikasi ga,2
dokternya cepat tanggap,5,0.0,0.0,Positive,3,dokternya cepat tanggap,3
assalamu'alaikum dok saya baru umur 16 tahun 1 bulan lagi 17 tahun beban buat push up yg baik untuk umur getitu brp berat beban nya? tlng di bls dok,5,0.0,0.0,Positive,30,assalamualaikum dok umur 16 1 17 beban push up umur getitu brp berat beban tlng bls dok,17
maaf bagaimana cara unreg berhenti berlangganan sangat dirugikan setiap bulan dipotong dari rekening saya 39.000 sales hanya minta tolong didata aja,1,0.0,0.0,Negative,21,maaf unreg berhenti berlangganan dirugikan dipotong rekening 39000 sales tolong didata,11
dokter ramah respon cepat,5,0.0,0.0,Positive,4,dokter ramah respon cepat,4
apl apa nih nyedot duit dr atm saya..ikut jg ngga..tolong y jangan main sedot dwt yg bukan haknya...smga bln bsok sudah stop sedott dwt gw..annnyyy luh,1,0.16666666666666666,0.3333333333333333,Negative,34,apl nih nyedot duit dr atm sayaikut jg nggatolong y main sedot dwt haknyasmga bln bsok stop sedott dwt gwannnyyy luh,21
komunikasi lancar,5,0.0,0.0,Positive,2,komunikasi lancar,2
"aplikasi yg jelas dan mudah , mudah mudahan tambah baik dan banyak yg menggunakan.",5,0.0,0.0,Positive,15,aplikasi mudah mudah mudahan,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
terimakasih sangat membantu,5,0.0,0.0,Positive,3,terimakasih membantu,2
alhamdulillah responnya cepat. terimakasih dr. fika amalia,5,0.0,0.0,Positive,8,alhamdulillah responnya cepat terimakasih dr fika amalia,7
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
thank you dokter,5,0.0,0.0,Positive,3,thank you dokter,3
"blum juga ngobrol dokternya sibuk, waktunya habis, mana udah bayar 45rbu,di tipu gua",1,0.0,0.0,Negative,17,blum ngobrol dokternya sibuk habis udah bayar 45rbudi tipu gua,10
pelayanan bagus sekali,5,0.0,0.0,Positive,3,pelayanan bagus,2
"tahun kemaren sudah meminta untuk pemberhentian programnya, dalam perjanjian juga satu tahun. udah beberapa bulan tidak ada pendebitan dari rekening, tapi kenapa tiba-tiba sekarang maen debit aja. semuanya aja lagi debitnya kapan²nya konfirmasi dulu dong. udah lama juga aplikasinya di uninstal",3,0.0,0.0,Neutral,46,kemaren pemberhentian programnya perjanjian udah pendebitan rekening tibatiba maen debit debitnya kapan²nya konfirmasi udah aplikasinya uninstal,16
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
trims,4,0.0,0.0,Positive,1,trims,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat bermanfaat & dapat menolong masyarakat di bidang kesehatan online,5,0.0,0.0,Positive,10,bermanfaat menolong masyarakat bidang kesehatan online,6
bagus,5,0.0,0.0,Positive,1,bagus,1
tolong ini aplikasi knp tiap bulan nyedot uang direkening saya ya?saya ga pake tp didebit otomatis trs tiap bulan tanpa ada konfirmasi saya mau mutusin pendebitan otomatis tiap bulannya saya merasa dirugikan utk salesnya yg menawarkan jg tidak ada jawaban utk bantu memutuskan pendebitan secara otomatis.,2,0.0,0.0,Negative,49,tolong aplikasi knp nyedot uang direkening yasaya ga pake tp didebit otomatis trs konfirmasi mutusin pendebitan otomatis bulannya dirugikan utk salesnya menawarkan jg utk bantu memutuskan pendebitan otomatis,28
penipu,1,0.0,0.0,Negative,1,penipu,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
sangat membantu. terima kasih,5,0.0,0.0,Positive,5,membantu terima kasih,3
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
sangat responsif,5,0.0,0.0,Positive,2,responsif,1
"saya tidak paham konsepnya. apabila stock obat di apotek yg ditunjuk habis, kenapa ga dipindahkan ke apotek yg lain. kenapa setelah transaksi selesai baru ditolak pesanan obatnya, kenapa ga dari awal aja!!! dana refund harus menunggu 3 hari kerja. saya butuh obat yg diresepkan dokter saat ini jg, bukan 3 hari kedepan!! resep itu hampir 1juta, bukan uang sedikit buat saya. saya tidak semudah itu mencari uang 1juta untuk beli obat di apotek sambil menunggu dana refund..",1,0.0,0.0,Negative,91,paham konsepnya stock obat apotek habis ga dipindahkan apotek transaksi selesai ditolak pesanan obatnya ga dana refund menunggu 3 kerja butuh obat diresepkan dokter jg 3 kedepan resep 1juta uang semudah mencari uang 1juta beli obat apotek menunggu dana refund,40
respon cepat,3,0.0,0.0,Neutral,2,respon cepat,2
helpfull sangaatttt.... ,5,0.0,0.0,Positive,3,helpfull sangaatttt,2
mantap,5,0.0,0.0,Positive,1,mantap,1
mantab,5,0.0,0.0,Positive,1,mantab,1
isi ulasan tentang covid19 varian omicron sangat jelas terimakasih atas penjelasannya semoga dokter selalu sehat dan berlimpah rejekinya aamiin.,5,0.0,0.0,Positive,20,isi ulasan covid19 varian omicron terimakasih penjelasannya semoga dokter sehat berlimpah rejekinya aamiin,13
puas,5,0.0,0.0,Positive,1,puas,1
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
baik . sabar . dan ramah,5,0.0,0.0,Positive,6,sabar ramah,2
"bagus, sangat membantu masyarakat yang membutuhkan.1",5,0.0,0.0,Positive,7,bagus membantu masyarakat membutuhkan1,4
sangat membantu dengan adanya aplikasi ini.. dan dokter nya juga ramah ramah,5,0.0,0.0,Positive,13,membantu aplikasi dokter ramah ramah,5
jngan mau donlowd. semua berbayar,1,0.0,0.0,Negative,6,jngan donlowd berbayar,3
mudah dan cepat,5,0.0,0.0,Positive,3,mudah cepat,2
membantu pelayanan bagus,5,0.0,0.0,Positive,3,membantu pelayanan bagus,3
baik sekali,5,0.0,0.0,Positive,2,,0
bagus banget,5,0.0,0.0,Positive,2,bagus banget,2
ok,4,0.5,0.5,Positive,1,ok,1
agak kecewa ketika buat janji ke dokter di rs trs biayanya beda 3xlipat lebih besar dari pada biaya tertera di app. harusnya diinfokan diawal harga fixednya brp.,2,0.0,0.0,Negative,29,kecewa janji dokter rs trs biayanya beda 3xlipat biaya tertera app diinfokan diawal harga fixednya brp,16
menyenangkan,4,0.0,0.0,Positive,1,menyenangkan,1
sangat membantu. saya bosa menanya kan ke dokter tanpa harus ke rs. saya bisa buat janji sama dokter tanpa harus takut poli yg di kunjungi akan tutup. saya bisa beli obat yanpa harus tanya apotek sana sini. senang deh,5,0.0,0.0,Positive,43,membantu bosa dokter rs janji dokter takut poli kunjungi tutup beli obat yanpa apotek senang deh,16
pelayanan dokter sangat memuaskan...,5,0.0,0.0,Positive,5,pelayanan dokter memuaskan,3
bagus,5,0.0,0.0,Positive,1,bagus,1
baik,5,0.0,0.0,Positive,1,,0
respon cepat dan detail dalam menjawab keluhan,5,0.0,0.0,Positive,7,respon cepat detail keluhan,4
sangat membantu masalah kesehatan kita...terimakasih banyak,5,0.0,0.0,Positive,8,membantu kesehatan kitaterimakasih,3
"layanan konsultasinya luarbiasa, respon yang cepat dan pemberian resep nya tepat.",5,0.0,0.0,Positive,13,layanan konsultasinya luarbiasa respon cepat pemberian resep,7
sangat detail anamnesa dan penjelasan dokter..,5,0.0,0.0,Positive,7,detail anamnesa penjelasan dokter,4
sangat membantu se kali,5,0.0,0.0,Positive,4,membantu kali,2
diubah dulu,4,0.0,0.0,Positive,2,diubah,1
"alhamdulillah dokter nya enak utk konsultasi, thx alodok",4,0.0,0.0,Positive,9,alhamdulillah dokter enak utk konsultasi thx alodok,7
ternyata ini bukan untuk golongan menengah kebawah.,2,0.0,0.0,Negative,8,golongan menengah kebawah,3
cekatan,5,0.0,0.0,Positive,1,cekatan,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
oke,5,0.0,0.0,Positive,1,oke,1
excelent,5,0.0,0.0,Positive,1,excelent,1
aplikasinya mudah & membantu,5,0.0,0.0,Positive,4,aplikasinya mudah membantu,3
terimakasih alodok,5,0.0,0.0,Positive,2,terimakasih alodok,2
kebanyakan yang ngechat pesan otomatis robot. bukan dokter,1,0.0,0.0,Negative,9,kebanyakan ngechat pesan otomatis robot dokter,6
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
ok mantap,5,0.5,0.5,Positive,2,ok mantap,2
"fast respon ya, alhamdulillah puas sejauh ini pakai alodokter, harga2 nya juga standar ya, tidak terlalu mahal juga, sepadan dengan pelayanan yg diberikan",5,0.2,0.6,Positive,27,fast respon alhamdulillah puas pakai alodokter harga2 standar mahal sepadan pelayanan,11
good,5,0.7,0.6000000000000001,Positive,1,good,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
konsultasi mahal,2,0.0,0.0,Negative,2,konsultasi mahal,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
terimakasih alodokter,5,0.0,0.0,Positive,2,terimakasih alodokter,2
ramah,5,0.0,0.0,Positive,1,ramah,1
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
"cuma karna judul nya sama dengan yang lain padahal penyebab penyakitnya beda masa di kasih balesan udh di jawab oleh dokter si, pas di buka jelas2 beda penyakitnya tapi malah dibilang udh di jawab, mana udh 2x kaya gitu, cuma judul doang di baca nih ga baca isinya apa ya",2,0.0,0.0,Negative,53,karna judul penyebab penyakitnya beda kasih balesan udh dokter si pas buka jelas2 beda penyakitnya dibilang udh udh 2x kaya gitu judul doang baca nih ga baca isinya,28
ok,5,0.5,0.5,Positive,1,ok,1
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
mudah dn sangat membantu,5,0.0,0.0,Positive,4,mudah dn membantu,3
baik sekali,5,0.0,0.0,Positive,2,,0
merasa terbantu,5,0.0,0.0,Positive,2,terbantu,1
asisten dan dokter sangat cepat responnya memberi penjelasan yg akurat dan bermanfaat pertanyaan dan jawaban yg memuaskan saya akan selalu konsultasi melalui alodok,5,0.0,0.0,Positive,23,asisten dokter cepat responnya penjelasan akurat bermanfaat memuaskan konsultasi alodok,10
sangat membantu saaat tidak bisa bertemu dengan dokter secara langsung,5,0.0,0.0,Positive,10,membantu saaat bertemu dokter langsung,5
pelayanannya sangat membantu. terimakasih,5,0.0,0.0,Positive,5,pelayanannya membantu terimakasih,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
semoga lebih baik,4,0.0,0.0,Positive,3,semoga,1
sangat memuaskan,5,0.0,0.0,Positive,2,memuaskan,1
sangat puas dan membantu,5,0.0,0.0,Positive,4,puas membantu,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
bagus pelayananya,5,0.0,0.0,Positive,2,bagus pelayananya,2
mudah,5,0.0,0.0,Positive,1,mudah,1
dokter baik,4,0.0,0.0,Positive,2,dokter,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sy pasangan baru menika pingin punyak anak cepat,5,0.0,0.0,Positive,8,pasangan menika pingin punyak anak cepat,6
kirain chat gratis ternyata harus bayar. maaf apk nya sya uinstal.,1,0.0,0.0,Negative,13,kirain chat gratis bayar maaf apk sya uinstal,8
alhamdulillah sgt mmbantu,5,0.0,0.0,Positive,3,alhamdulillah sgt mmbantu,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
responsif. advise nya cukup jelas,5,0.0,0.0,Positive,6,responsif advise,2
luar biasa... terimakasih ,5,0.0,0.0,Positive,4,terimakasih,1
kenapa harus ada bayar membayar sih.dulu aja gada.masa iya cuman konsul aja pake bayar.bukan main,4,0.16666666666666666,0.3333333333333333,Positive,15,bayar membayar sihdulu gadamasa iya cuman konsul pake bayarbukan main,10
alodokter apa obatnya jika bau badan berlebihan bukan ketiak ya badan,1,0.0,0.0,Negative,11,alodokter obatnya bau badan ketiak badan,6
ok,5,0.5,0.5,Positive,1,ok,1
ok ,5,0.5,0.5,Positive,1,ok,1
"mlm dokter saya demam, tapi kreatinin saya agak tinggi, boleh ngga saya minum parasetamol",5,0.0,0.0,Positive,16,mlm dokter demam kreatinin ngga minum parasetamol,7
sangat membantu...,5,0.0,0.0,Positive,3,membantu,1
saya sangat mengerti ttg maksud konsultasi ini tetapi saya mungkin bisa jelaskan dulu...dok ayah saya itu mengalami derita penyakit kulit.mohon bantuannya...pembayaran dapat diatur kemudian,5,0.0,0.0,Positive,28,mengerti ttg maksud konsultasi duludok ayah mengalami derita penyakit kulitmohon bantuannyapembayaran diatur,12
"penjelasan cukup baik dan lengkap, alangkah baiknya bila bisa konsultasi dengan berbicara langsung dengan dokternya dr pd chat",5,0.0,0.0,Positive,19,penjelasan lengkap alangkah baiknya konsultasi berbicara langsung dokternya dr pd chat,11
