content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
"ganti duit ku woiii, esmosi akuu dokter nya malah mematikan obrolan sepihak ganti duit ku 45k kirim ke rekening ku !! tau kan rekening ku gausah pura-pura gatauu di riwayat ada . pengen ku hapus ni apk",1,0.0,0.0,Negative,39,ganti duit ku woiii esmosi akuu dokter mematikan obrolan ganti duit ku 45k kirim rekening ku tau rekening ku gausah purapura gatauu riwayat pengen ku hapus ni apk,28,ganti duit ku woiii esmosi akuu dokter mati obrol ganti duit ku 45k kirim rekening ku tau rekening ku gausah purapura gatauu riwayat ken ku hapus ni apk
selamat siang dokter saya mau tanya bagai mana cara menhilang kan panu di pungung,3,0.0,0.0,Neutral,14,selamat siang dokter menhilang panu pungung,6,selamat siang dokter menhilang panu pungung
enak jelas jawaban nya,5,0.0,0.0,Positive,4,enak,1,enak
"setelah aku donwload merasa kecewa,kirain gratis untuk berkonsultasi. ternyata bayar. apk uninstal. tidak jadi daftar / tidak jadi mengikuti. karena konsultasinya bayar. terima kasih.",1,0.0,0.0,Negative,32,donwload kecewakirain gratis berkonsultasi bayar apk uninstal daftar mengikuti konsultasinya bayar terima kasih,13,donwload kecewakirain gratis konsultasi bayar apk uninstal daftar ikut konsultasi bayar terima kasih
sangat membantu terimakasih,5,0.0,0.0,Positive,3,membantu terimakasih,2,bantu terimakasih
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
"penjelasan nya sngat detail ramah"" dokternya info nya sangat membantu trlbih kita yng lgi membutuhkn batuan informasi mksih dok.",5,0.0,0.0,Positive,21,penjelasan sngat detail ramah dokternya info membantu trlbih yng lgi membutuhkn batuan informasi mksih dok,15,jelas sngat detail ramah dokter info bantu trlbih yng lgi membutuhkn batu informasi mksih dok
kalo bisa ada bpjs juga,3,0.0,0.0,Neutral,5,kalo bpjs,2,kalo bpjs
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
top,5,0.5,0.5,Positive,1,top,1,top
kenapa bayi 10 bln susah makan,1,0.0,0.0,Negative,6,bayi 10 bln susah makan,5,bayi 10 bln susah makan
pelayananya bagus dokter2nya jg ramah dan sabar cocok sy berobat disini wlo via online,5,0.0,0.0,Positive,14,pelayananya bagus dokter2nya jg ramah sabar cocok berobat wlo via online,11,pelayananya bagus dokter2nya jg ramah sabar cocok obat wlo via online
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
"dokternya ramah bgt, sangat mendengar keluhan pasiennya. dpt resep obat juga",5,0.0,0.0,Positive,13,dokternya ramah bgt mendengar keluhan pasiennya dpt resep obat,9,dokter ramah bgt dengar keluh pasien dpt resep obat
saya baru memukainya,4,0.0,0.0,Positive,3,memukainya,1,muka
baik dan sngt memuaskan,5,0.0,0.0,Positive,4,sngt memuaskan,2,sngt muas
baik,5,0.0,0.0,Positive,1,,0,
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
dokter nya sabar dan baik bangetttt,5,0.0,0.0,Positive,6,dokter sabar bangetttt,3,dokter sabar bangetttt
jgn pake konsul aplikasi ini. tidak ada solusi yg tepat. makin nambah pikiran yg gak jelas. ke dokter aja. jelek jelekk jelek pokoknyaa,1,0.0,0.0,Negative,27,jgn pake konsul aplikasi solusi nambah pikiran gak dokter jelek jelekk jelek pokoknyaa,13,jgn pake konsul aplikasi solusi nambah pikir gak dokter jelek jelekk jelek pokoknyaa
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
aplikasi ini bagus tapi hanya sharing atau tanya jawab harus bayar tolong dong diperbaiki lagi,5,0.0,0.0,Positive,15,aplikasi bagus sharing bayar tolong diperbaiki,6,aplikasi bagus sharing bayar tolong baik
top banget,5,0.5,0.5,Positive,2,top banget,2,top banget
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
penangangan yang baik,5,0.0,0.0,Positive,3,penangangan,1,penangangan
"dr zada febrianty spkk baik bgt ,ramah recomend buat dokter kulit",5,0.0,0.0,Positive,12,dr zada febrianty spkk bgt ramah recomend dokter kulit,9,dr zada febrianty spkk bgt ramah recomend dokter kulit
sangat membantu disaat krusial,5,0.0,0.0,Positive,4,membantu disaat krusial,3,bantu saat krusial
respon dokternya cepat,5,0.0,0.0,Positive,3,respon dokternya cepat,3,respon dokter cepat
aplikasi apa ini gak jelas. dah bayar untuk konsul. tapi ada jamnya. balasnya lama lagi. gak rekomendasi buat aplikasi ini,1,0.0,0.0,Negative,24,aplikasi gak dah bayar konsul jamnya balasnya gak rekomendasi aplikasi,10,aplikasi gak dah bayar konsul jam balas gak rekomendasi aplikasi
"apikasi rampok... ga pernah daftar, ga pernah konsul tiba tiba narik saldo autodebet. anehnya lagi ada dokumen yg sudah saya tanda tangani di atas materai, padahal saya sama sekali tidak pernah tanda tangan apapun. ini pasti kelakuan sales sales mereka yang palsuin tanda tangan saya. hati hati kalau ketemu sales alodok mending ludahin saja.",1,0.0,0.0,Negative,61,apikasi rampok ga daftar ga konsul narik saldo autodebet anehnya dokumen tanda tangani materai tanda tangan apapun kelakuan sales sales palsuin tanda tangan hati hati ketemu sales alodok mending ludahin,30,apikasi rampok ga daftar ga konsul narik saldo autodebet aneh dokumen tanda tangan materai tanda tangan apa laku sales sales palsuin tanda tangan hati hati ketemu sales alodok mending ludahin
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
aplikasi sangat membantu,5,0.0,0.0,Positive,3,aplikasi membantu,2,aplikasi bantu
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2,terima kasih
oke,5,0.0,0.0,Positive,1,oke,1,oke
belum ada pengalaman tapi paling tidak ini penting karena kadang kita butuh belajar dengan orang yang lebih ahli dari pada kita,5,0.0,0.0,Positive,21,pengalaman kadang butuh belajar orang ahli,6,alam kadang butuh ajar orang ahli
"sebagai orang yang butuh informasi secepat mungkin,tapi kadang tdk ada respon yang sesuai keinginan kita ",3,0.0,0.0,Neutral,17,orang butuh informasi secepat mungkintapi kadang tdk respon sesuai,9,orang butuh informasi cepat mungkintapi kadang tdk respon sesuai
sangan membantu dan fast respon,5,0.2,0.6,Positive,5,sangan membantu fast respon,4,sangan bantu fast respon
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
mkasih,5,0.0,0.0,Positive,1,mkasih,1,mkasih
"menurut saya sih lebih baik di gratiskan saja, karena kasian sama rakyat yang sakit mau tanya dokter di apk ini gak mampu buat bayar",1,0.0,0.0,Negative,25,sih gratiskan kasian rakyat sakit dokter apk gak bayar,9,sih gratis kasi rakyat sakit dokter apk gak bayar
naise,5,0.0,0.0,Positive,1,naise,1,naise
dah bayar gabisa chat gimana sih,1,0.0,0.0,Negative,6,dah bayar gabisa chat gimana sih,6,dah bayar gabisa chat gimana sih
nggak paham bhs2 kedokteran,5,0.0,0.0,Positive,4,nggak paham bhs2 kedokteran,4,nggak paham bhs2 dokter
okoko,5,0.0,0.0,Positive,1,okoko,1,okoko
kenapa aplikasinya tidak bisa dibuka sejak semalam? padahal udah diupdate,4,0.0,0.0,Positive,11,aplikasinya dibuka semalam udah diupdate,5,aplikasi buka malam udah diupdate
"gimana nih alodokter, saldo saya belum balik, transaksi ngegantung. di chat admin suruh tunggu mulu padahal saya butuh uangnya buat konsultasi!!!!",1,0.0,0.0,Negative,28,gimana nih alodokter saldo transaksi ngegantung chat admin suruh tunggu mulu butuh uangnya konsultasi,14,gimana nih alodokter saldo transaksi ngegantung chat admin suruh tunggu mulu butuh uang konsultasi
"respon nya kurang cepat yg berbayar ceritanya konsul dan byr 45rb nunggu lama dan akhirnya sy keluar ke aplikasi karna lama nunggu respon, akhirnya dari salah satu dokter yg sy pilih untuk konsul, membalas chat dan sy gak tau, kalau dari pihak app alodokter akan di tutup percakapan jika kitanya yg lama respon. kan rugi di kita, kita nunggu lama gk masalah alodokter nunggu kita tutup chat. akhirnya hangus biaya konsul tidak dapat jawaban. doktor hanya cat masih menanyakan apa yg di alami",1,0.0,0.0,Negative,90,respon cepat berbayar ceritanya konsul byr 45rb nunggu aplikasi karna nunggu respon salah dokter pilih konsul membalas chat gak tau app alodokter tutup percakapan kitanya respon rugi nunggu gk alodokter nunggu tutup chat hangus biaya konsul doktor cat alami,39,respon cepat bayar cerita konsul byr 45rb nunggu aplikasi karna nunggu respon salah dokter pilih konsul balas chat gak tau app alodokter tutup cakap kita respon rugi nunggu gk alodokter nunggu tutup chat hangus biaya konsul doktor cat alami
dokternya ramah2.,5,0.0,0.0,Positive,3,dokternya ramah2,2,dokter ramah2
mode pembayarannya kenapa gk bisa pakai dana,2,0.0,0.0,Negative,7,mode pembayarannya gk pakai dana,5,mode bayar gk pakai dana
bagus sekalian untuk keadaan darurat bisa nanya dulu ke dokternya nya langsung,5,0.0,0.0,Positive,12,bagus darurat nanya dokternya langsung,5,bagus darurat nanya dokter langsung
alah kntl gue nanya kaki mama gue ketusuk paku mala bahas bisuk anji*nk,1,0.0,0.0,Negative,15,alah kntl gue nanya kaki mama gue ketusuk paku mala bahas bisuk anjink,13,alah kntl gue nanya kaki mama gue tusuk paku mala bahas bisuk anjink
"baru pakai, dan alhamdulillah bisa memberi jawaban..",4,0.0,0.0,Positive,9,pakai alhamdulillah,2,pakai alhamdulillah
terbantu oleh aplikasi ini,5,0.0,0.0,Positive,4,terbantu aplikasi,2,bantu aplikasi
ok,5,0.5,0.5,Positive,1,ok,1,ok
"berhenti mengetikan gejala di kolom google dan menyimpulkan sendiri kawan, lebih baik konsultasi langsung dengan dokter di aplikasi ini, biayanya sangat terjangkau, dokternya ramah, luar biasa sih ini",5,0.0,0.0,Positive,32,berhenti mengetikan gejala kolom google menyimpulkan kawan konsultasi langsung dokter aplikasi biayanya terjangkau dokternya ramah sih,16,henti keti gejala kolom google simpul kawan konsultasi langsung dokter aplikasi biaya jangkau dokter ramah sih
"bintang tiga dulu lah ,, sekarang bertanya saja harus bayar  ,, pantesan cepmek bilang ( kamu nanya kamu bertanya tanya )",3,0.0,0.0,Neutral,23,bintang bayar pantesan cepmek bilang nanya,6,bintang bayar pantesan cepmek bilang nanya
"apk busuk cuma chat doang ya harus bayar emang apk sangat memeras masyarakat tidak mampu, saya sarankan jgn mendawlod apk ini, lebih baik langsung ke puskesmas atau rumah sakit percuma pakai apk ini apk sangat enggak berguna @klo gratis bisa di bicarakan",1,0.0,0.0,Negative,45,apk busuk chat doang bayar emang apk memeras masyarakat sarankan jgn mendawlod apk langsung puskesmas rumah sakit pakai apk apk berguna klo gratis bicarakan,24,apk busuk chat doang bayar emang apk peras masyarakat saran jgn mendawlod apk langsung puskesmas rumah sakit pakai apk apk guna klo gratis bicara
membantu banget karena kita tinggal di daerah yg kalau cari dokter praktek aga susah...,5,0.0,0.0,Positive,15,membantu banget tinggal daerah cari dokter praktek aga susah,9,bantu banget tinggal daerah cari dokter praktek aga susah
sangat baik,5,0.0,0.0,Positive,2,,0,
respon cepat dokter ramah dan jawabannya sangat membantu,5,0.0,0.0,Positive,8,respon cepat dokter ramah jawabannya membantu,6,respon cepat dokter ramah jawab bantu
"disuruh update tp gabisa update di playsote, ini gimana gabisa log in min. solusinya dong",3,0.0,0.0,Neutral,17,disuruh update tp gabisa update playsote gimana gabisa log in min solusinya,12,suruh update tp gabisa update playsote gimana gabisa log in min solusi
maaf ya jdi curhat sama dokter wkwkwk,5,0.0,0.0,Positive,7,maaf jdi curhat dokter wkwkwk,5,maaf jdi curhat dokter wkwkwk
cukup oke,4,0.0,0.0,Positive,2,oke,1,oke
aplikasi yang sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2,aplikasi bantu
dok rambut anak saya masih usia remaja mengalami kerontokan sampe botak kenapa itu ya,4,0.0,0.0,Positive,14,dok rambut anak usia remaja mengalami kerontokan sampe botak,9,dok rambut anak usia remaja alami rontok sampe botak
dokter2nya sangat responsif,5,0.0,0.0,Positive,3,dokter2nya responsif,2,dokter2nya responsif
cukup untuk meredakan kecemasan dan membantu pertolongan pertama di rumah,5,0.0,0.0,Positive,10,meredakan kecemasan membantu pertolongan rumah,5,reda cemas bantu tolong rumah
ok,5,0.5,0.5,Positive,1,ok,1,ok
alodokter sangat membantu bila kami sakit bisa konsultasi dan diberikan resepnya...,5,0.0,0.0,Positive,12,alodokter membantu sakit konsultasi resepnya,5,alodokter bantu sakit konsultasi resep
ok,5,0.5,0.5,Positive,1,ok,1,ok
ga bisa di buka apk nya ih,1,0.0,0.0,Negative,7,ga buka apk ih,4,ga buka apk ih
god is the best,5,1.0,0.3,Positive,4,god is the best,4,god is the best
beberapa dokternya balasnya kayak template. mungkin copy paste template text yg keyword gejala dan kadang gak nyambung sama sakit yang sedang dibahas.,3,0.0,0.0,Neutral,24,dokternya balasnya kayak template copy paste template text keyword gejala kadang gak nyambung sakit dibahas,15,dokter balas kayak template copy paste template text keyword gejala kadang gak nyambung sakit bahas
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
"saya baru coba, kalau resep yang diberikan sama dokter cocok, nanti bintang saya akan tambah lagi...",4,0.0,0.0,Positive,19,coba resep dokter cocok bintang,5,coba resep dokter cocok bintang
saya sangat kecewa dengan info layanan ini saya sudah bayar yg menurut saya lumayan tp tidak mendapt jawaban sama sekali dr dr nya mengecewakan,1,0.0,0.0,Negative,24,kecewa info layanan bayar lumayan tp mendapt dr dr mengecewakan,10,kecewa info layan bayar lumayan tp mendapt dr dr kecewa
hanya saja. untuk balasan chatnya di percepat.,4,0.0,0.0,Positive,9,balasan chatnya percepat,3,balas chatnya cepat
kirain bisa bantu buat konsul tanpa uang,3,0.0,0.0,Neutral,7,kirain bantu konsul uang,4,kirain bantu konsul uang
terimakasih layanan cepat dan profesional dari dr dessy,5,0.0,0.0,Positive,8,terimakasih layanan cepat profesional dr dessy,6,terimakasih layan cepat profesional dr dessy
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
kirim kode verifikasi pendaftaran lama,1,0.0,0.0,Negative,5,kirim kode verifikasi pendaftaran,4,kirim kode verifikasi daftar
"sumpah, aplikasi gak bisa log in, mentok sampai di verifikasi otp saja.",1,0.0,0.0,Negative,15,sumpah aplikasi gak log in mentok verifikasi otp,8,sumpah aplikasi gak log in mentok verifikasi otp
berkali kali app ngebug. giliran halaman pembayaran lancar. mata duitan lu,1,0.0,0.0,Negative,13,berkali kali app ngebug giliran halaman pembayaran lancar mata duitan lu,11,kali kali app ngebug gilir halaman bayar lancar mata duit lu
aplikasi ini sangatt sangatt membantu,5,0.0,0.0,Positive,5,aplikasi sangatt sangatt membantu,4,aplikasi sangatt sangatt bantu
"nyesel dowload, jelek bgt apk nya udh masukin no telfon gk masuk-masuk kode verifikasi nya",1,0.0,0.0,Negative,16,nyesel dowload jelek bgt apk udh masukin no telfon gk masukmasuk kode verifikasi,13,nyesel dowload jelek bgt apk udh masukin no telfon gk masukmasuk kode verifikasi
susah login,1,0.0,0.0,Negative,2,susah login,2,susah login
sangat bermanfaat  terimakasih sudah menciptakan aplikasi ini. sangat membantu,5,0.0,0.0,Positive,10,bermanfaat terimakasih menciptakan aplikasi membantu,5,manfaat terimakasih cipta aplikasi bantu
"saya pkir chating , seperti aplikasi yg lain , ternyata chatingnya seperti sms , ndak isa kirim gambar , apa mungkin saya yg ndak tau",1,0.0,0.0,Negative,25,pkir chating aplikasi chatingnya sms ndak isa kirim gambar ndak tau,11,pkir chating aplikasi chatingnya sms ndak isa kirim gambar ndak tau
pikir lagi kalau mau download aplikasi ini.kalau sudah bayar belum tentu pertanyaan kt dijawab.krna dokter online seenaknya.komplain cs nya cman kaya komplain sama robot.auto blsannya,1,0.0,0.0,Negative,25,pikir download aplikasi inikalau bayar kt dijawabkrna dokter online seenaknyakomplain cs cman kaya komplain robotauto blsannya,16,pikir download aplikasi inikalau bayar kt dijawabkrna dokter online seenaknyakomplain cs cman kaya komplain robotauto blsannya
ini harus bayar dulu apa kak?...,1,0.0,0.0,Negative,8,bayar kak,2,bayar kak
membantu sekali,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
nice,5,0.6,1.0,Positive,1,nice,1,nice
"sebenarnya banyak membantu aplikasi ini, apalagi kalo pas malem butuh bantuan, tapi sayang dichat itu kita tidak bisa memilih chat mana yang dibalas, seperti aplikasi wa jadi sering kali tidak nyambung percakapannya. belum kalo ketemu dokter yang baperan tambah ruwet, yach apa mau dikata ya bayar segitu ya pelayanan seadanya",3,0.0,0.0,Neutral,55,membantu aplikasi kalo pas malem butuh bantuan sayang dichat memilih chat dibalas aplikasi wa kali nyambung percakapannya kalo ketemu dokter baperan ruwet yach dikata bayar segitu pelayanan seadanya,28,bantu aplikasi kalo pas malem butuh bantu sayang dichat pilih chat balas aplikasi wa kali nyambung cakap kalo ketemu dokter baperan ruwet yach kata bayar segitu layan ada
"sangat membantu sekali aplikasi ini..saya cukup terbantu atas keluhan saya, dokternya cukup jelas dalam menyampaikan penjelasan..terima kasih",5,0.0,0.0,Positive,22,membantu aplikasi inisaya terbantu keluhan dokternya penjelasanterima kasih,8,bantu aplikasi inisaya bantu keluh dokter penjelasanterima kasih
bagus sekali,5,0.0,0.0,Positive,2,bagus,1,bagus
saya baru coba pakai ini..mudah²n bisa membantu .,4,0.0,0.0,Positive,10,coba pakai inimudah²n membantu,4,coba pakai inimudah n bantu
biar cri pedapat,5,0.0,0.0,Positive,3,biar cri pedapat,3,biar cri dapat
aplikasi yang ini seru tapi menarik,5,0.0,0.0,Positive,6,aplikasi seru menarik,3,aplikasi seru tarik
respon nya bagus,5,0.0,0.0,Positive,3,respon bagus,2,respon bagus
ininkrnapa gk bisa daftar,3,0.0,0.0,Neutral,4,ininkrnapa gk daftar,3,ininkrnapa gk daftar
setelah mendengar penjelasan dokter saya jadi mengerti dan bisa tenang.. makasih dokter..nanti kalau belum jelas saya akan konsultasi ulang,5,0.0,0.0,Positive,22,mendengar penjelasan dokter mengerti tenang makasih dokternanti konsultasi ulang,9,dengar jelas dokter erti tenang makasih dokternanti konsultasi ulang
chat lancar dan cukup jelas kesimpulan dan sarannya.,5,0.0,0.0,Positive,9,chat lancar kesimpulan sarannya,4,chat lancar simpul saran
maaf kenapa harus tertera biaya konsultasi,3,0.0,0.0,Neutral,6,maaf tertera biaya konsultasi,4,maaf tera biaya konsultasi
ini aplikasi para dokter . pastinya pintar semua ya.. tetapi kenapa selama 30 menit tidak ada jawaban.. dan uang yang sudah di bayarkan tidak bisa di ambil..,1,0.0,0.0,Negative,30,aplikasi dokter pastinya pintar 30 menit uang bayarkan ambil,9,aplikasi dokter pasti pintar 30 menit uang bayar ambil
sangat membantu dan sat set,5,0.0,0.0,Positive,5,membantu sat set,3,bantu sat set
daftar selalu bermasalah di email..padahal email aktif.,1,0.0,0.0,Negative,10,daftar bermasalah emailpadahal email aktif,5,daftar masalah emailpadahal email aktif
