content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
"sudah bayar biaya konsultasi, ternyata dokternya tidak ada yang merespon malah dialihkan ke dokter gigi, sudah gila?",1,neutral,negative,20,bayar biaya konsultasi dokternya merespon dialihkan dokter gigi gila,9,bayar biaya konsultasi dokter merespon alih dokter gigi gila
"baguss sih, cuma baro mencoba",3,neutral,neutral,6,baguss sih baro mencoba,4,baguss sih baro coba
bagus,5,neutral,positive,1,bagus,1,bagus
dokternya cepat tanggap ,5,negative,positive,3,dokternya cepat tanggap,3,dokter cepat tanggap
sangat rekomendasi dan membantu lebih mudah saat akan berobat dari rumah.,5,neutral,positive,12,rekomendasi membantu mudah berobat rumah,5,rekomendasi bantu mudah obat rumah
"jelas sekali penjelasan nya , terimakasih dokter",5,positive,positive,7,penjelasan terimakasih dokter,3,jelas terimakasih dokter
dokternya banyak dan ramah,5,negative,positive,4,dokternya ramah,2,dokter ramah
"dokternya sangat ramah, respon cepat dan sarannya sangat membantu",5,neutral,positive,10,dokternya ramah respon cepat sarannya membantu,6,dokter ramah respon cepat saran bantu
goood.,5,positive,positive,2,goood,1,goood
"penjelasannya bagus dan dapat di pahami , terimakasih dokter ",5,neutral,positive,9,penjelasannya bagus pahami terimakasih dokter,5,jelas bagus paham terimakasih dokter
"jawaban sangat memuaskan , dokternya ramah dan sangat merespon, terima kasih ",5,positive,positive,12,memuaskan dokternya ramah merespon terima kasih,6,muas dokter ramah merespon terima kasih
sangat membantu,5,negative,positive,2,membantu,1,bantu
"penjelasan sangat baik,terimakasih dokter.",5,positive,positive,7,penjelasan baikterimakasih dokter,3,jelas baikterimakasih dokter
dulu saya pernah pakai dan saya sudah konfirmasi buat di stop untuk berlangganan bulanan tapi sampai sekarang masih suka kepotong langsung di debit saya .. sedangkan sya sudah tidak pakai lagi,1,negative,negative,31,pakai konfirmasi stop berlangganan bulanan suka kepotong langsung debit sya pakai,11,pakai konfirmasi stop langgan bulan suka potong langsung debit sya pakai
sangat membantu,5,negative,positive,2,membantu,1,bantu
"apaan dah gak jelas bngt aplikasi, udh dokternya bls nya lama.gak di kasih resep obat cuma di kasih jawaban yg sebenernya di google pun udh ada.buang buang uang nya nih aplikasi.",1,neutral,negative,33,dah bngt aplikasi udh dokternya bls lamagak kasih resep obat kasih sebenernya google udh adabuang buang uang nih aplikasi,19,dah bngt aplikasi udh dokter bls lamagak kasih resep obat kasih sebenernya google udh adabuang buang uang nih aplikasi
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat membantu edukatif dan infirmatif dari ulasan2 nya dan artikel2 nya bahasanya tepat dan dapat di pahami...semoga makin jaya alodokter,5,negative,positive,22,membantu edukatif infirmatif ulasan2 artikel2 bahasanya pahamisemoga jaya alodokter,9,bantu edukatif infirmatif ulasan2 artikel2 bahasa pahamisemoga jaya alodokter
nicee,5,neutral,positive,1,nicee,1,nicee
"aplikasinya cukup membantu ketika butuh konsultasi ke dokter, tp sdg hari libur atau lg ga bisa keluar rumah. user friendly, ui-nya jg nyaman, harga cukup terjangkau",5,positive,positive,30,aplikasinya membantu butuh konsultasi dokter tp sdg libur lg rumah user friendly uinya jg nyaman harga terjangkau,17,aplikasi bantu butuh konsultasi dokter tp sdg libur lg rumah user friendly uinya jg nyaman harga jangkau
sangat membantu,5,negative,positive,2,membantu,1,bantu
good,5,neutral,positive,1,good,1,good
penjelasan akurat...dan jawabannya. lebih mengerti,5,negative,positive,8,penjelasan akuratdan jawabannya mengerti,4,jelas akuratdan jawab erti
bagus,5,neutral,positive,1,bagus,1,bagus
penjelasannya detail,5,neutral,positive,2,penjelasannya detail,2,jelas detail
terima kasih dok semoga sya cepat sembuh,5,neutral,positive,7,terima kasih semoga sya cepat sembuh,6,terima kasih moga sya cepat sembuh
bagus,5,neutral,positive,1,bagus,1,bagus
"nyari apk apa yg muncul nih apk mulu, dipaksa download",1,positive,negative,11,nyari apk muncul nih apk mulu dipaksa download,8,nyari apk muncul nih apk mulu paksa download
bagus n baik,5,neutral,positive,3,bagus n,2,bagus n
". dokter baik,respon cepat resep lngsng dikasih",5,negative,positive,9,dokter baikrespon cepat resep lngsng dikasih,6,dokter baikrespon cepat resep lngsng kasih
bagus,5,neutral,positive,1,bagus,1,bagus
"baru mau guna apk ini. semoga dokter nga ramah ,& memberi solusi yang terbaik, semoga respon nya cepat.",5,neutral,positive,22,apk semoga dokter nga ramah solusi terbaik semoga respon cepat,10,apk moga dokter nga ramah solusi baik moga respon cepat
bagus,5,neutral,positive,1,bagus,1,bagus
oke,5,neutral,positive,1,oke,1,oke
sangat memuaskan,1,negative,negative,2,memuaskan,1,muas
mempermudah untuk membeli obat online,5,negative,positive,5,mempermudah membeli obat online,4,mudah beli obat online
"sangat baik, dan pelayanan memuaskan, rekomendasi banget buat temen temenn",5,neutral,positive,12,pelayanan memuaskan rekomendasi temen temenn,5,layan muas rekomendasi temen temenn
keren,5,negative,positive,1,keren,1,keren
respon cpt,5,neutral,positive,2,respon cpt,2,respon cpt
"kadang datang ke klinik atau rs sulit bertanya selengkap di dokter di aplikasi ini, aplikasi ini sangat membantu",5,positive,positive,19,kadang klinik rs sulit selengkap dokter aplikasi aplikasi membantu,9,kadang klinik rs sulit lengkap dokter aplikasi aplikasi bantu
sangat cepat respon dan penjelasanya sangat bermanfaat sekali,5,positive,positive,8,cepat respon penjelasanya bermanfaat,4,cepat respon jasa manfaat
puas,5,negative,positive,1,puas,1,puas
aplikasi mantap,5,neutral,positive,2,aplikasi mantap,2,aplikasi mantap
balasan cepat,5,neutral,positive,2,balasan cepat,2,balas cepat
murah bangettt ,5,positive,positive,2,murah bangettt,2,murah bangettt
terimakasih kak,5,positive,positive,2,terimakasih kak,2,terimakasih kak
respon dan penjelasan yang sangat ,5,neutral,positive,5,respon penjelasan,2,respon jelas
"dokternya cepat tanggap, mampu mendengarkan dan memberi solusi. terima kasih dok....",5,negative,positive,14,dokternya cepat tanggap mendengarkan solusi terima kasih,7,dokter cepat tanggap dengar solusi terima kasih
sangat membantu,5,negative,positive,2,membantu,1,bantu
muantap,5,negative,positive,1,muantap,1,muantap
penjelasan dokter yang mudah dimengerti,5,positive,positive,5,penjelasan dokter mudah dimengerti,4,jelas dokter mudah erti
responya cpt...ok,5,neutral,positive,4,responya cptok,2,responya cptok
dokter nya ramah dan baik hati,5,negative,positive,6,dokter ramah hati,3,dokter ramah hati
"udah jelas2 ada merk yang lebih murah malah ngasih sarannya yang mahal mulu, ya kita org miskin cari nya yang affordable harganya, trus kasih apotiknya yang terdekat dong masa kasihnya yang jauh padahal kan k24 sudah bermitra sama alodokter",1,neutral,negative,41,jelas2 merk murah ngasih sarannya mahal mulu org miskin cari affordable harganya trus kasih apotiknya terdekat kasihnya k24 bermitra alodokter,20,jelas2 merk murah ngasih saran mahal mulu org miskin cari affordable harga trus kasih apotik dekat kasih k24 mitra alodokter
"ni luh cendrayuni , dokternya sangat baik, ramah dan sangat membantu dalam mengarahkan setiap masalah dengan memberikan solusi terbaik. terima kasih",5,neutral,positive,23,ni luh cendrayuni dokternya ramah membantu mengarahkan solusi terbaik terima kasih,11,ni luh cendrayuni dokter ramah bantu arah solusi baik terima kasih
"selalu langganan disini,,angat membantu untuk keadaan darurat yang belum bisa ke dokter langsung",5,negative,positive,15,langganan disiniangat membantu darurat dokter langsung,6,langgan disiniangat bantu darurat dokter langsung
dokter sangat ramah dan baik,5,positive,positive,5,dokter ramah,2,dokter ramah
sangat memabntu dan respon cepat,5,negative,positive,5,memabntu respon cepat,3,memabntu respon cepat
alhamdulillah bisa jadi tenang setelah konsultasi dengan ala dokter tapi sekarang harus bayar semua tidak ada free nya ..,4,negative,positive,19,alhamdulillah tenang konsultasi ala dokter bayar free,7,alhamdulillah tenang konsultasi ala dokter bayar free
"aplikasi ini bukan nya membantu untuk berobat malah mempersulit masyarakat, sekalinya kita melakukan pembayaran jadwal dokter nya di ubah lagi ke bulan depan.",1,negative,negative,25,aplikasi membantu berobat mempersulit masyarakat sekalinya pembayaran jadwal dokter ubah,10,aplikasi bantu obat sulit masyarakat sekali bayar jadwal dokter ubah
"untuk dokter anak, biayanya lebih mahal jika dibandingkan dengan aplikasi klikdokter",3,positive,neutral,12,dokter anak biayanya mahal dibandingkan aplikasi klikdokter,7,dokter anak biaya mahal banding aplikasi klikdokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
responnya cepat dan penjelasan mudah dipahami,3,negative,neutral,6,responnya cepat penjelasan mudah dipahami,5,responnya cepat jelas mudah paham
penjelasan sangat baik,4,positive,positive,3,penjelasan,1,jelas
respon cepat dan jwbnnya cukup membantu.. thx dok,5,negative,positive,9,respon cepat jwbnnya membantu thx,5,respon cepat jwbnnya bantu thx
"luar biasa, aplikasi kesehatan dengan pitur cukup lengkap dan mudah di pahami",5,positive,positive,13,aplikasi kesehatan pitur lengkap mudah pahami,6,aplikasi sehat pitur lengkap mudah paham
apps tidak berfungsi. pendaftaran awal juga tidak bisa.. mohon di perbaiki,1,neutral,negative,13,apps berfungsi pendaftaran mohon perbaiki,5,apps fungsi daftar mohon baik
"keluhan dari awal sudah dijelaskan, tapi malah dokternya bahas kemana2. malah bingung",1,negative,negative,14,keluhan dokternya bahas kemana2 bingung,5,keluh dokter bahas kemana2 bingung
ulasan & pejelasanya sangat bermanfaat,5,negative,positive,5,ulasan pejelasanya bermanfaat,3,ulas jasa manfaat
dokternya ramah bintang 5,5,negative,positive,4,dokternya ramah bintang 5,4,dokter ramah bintang 5
sangat mudah di mengerti penjelasannya dan sangat membantu saya dalam persoalan masalah makan anak dan vitamin untuk anak,5,positive,positive,18,mudah mengerti penjelasannya membantu makan anak vitamin anak,8,mudah erti jelas bantu makan anak vitamin anak
"dok,sebelum saya pakai kaca mata baca mata saya hny kurang jelas aja tp setelah pakai kaca knp y semakin berbayang",3,neutral,neutral,22,doksebelum pakai kaca mata baca mata hny tp pakai kaca knp y berbayang,13,doksebelum pakai kaca mata baca mata hny tp pakai kaca knp y bayang
bagus sekali mengenal dokter spesialis & artikelnya juga bagus,5,neutral,positive,9,bagus mengenal dokter spesialis artikelnya bagus,6,bagus kenal dokter spesialis artikel bagus
sangat membantu,5,negative,positive,2,membantu,1,bantu
bagus,4,neutral,positive,1,bagus,1,bagus
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
bagus,4,neutral,positive,1,bagus,1,bagus
nice,5,positive,positive,1,nice,1,nice
bagus cepat respon,5,neutral,positive,3,bagus cepat respon,3,bagus cepat respon
recommended dan sangat bagus arahannya,5,negative,positive,5,recommended bagus arahannya,3,recommended bagus arah
terimakasih...,5,neutral,positive,2,terimakasih,1,terimakasih
mantapss pelayanan nya,5,negative,positive,3,mantapss pelayanan,2,mantapss layan
dewi amirulita pemberian informasi dan konsultasi jelas dan mudah dimengerti,5,neutral,positive,10,dewi amirulita pemberian informasi konsultasi mudah dimengerti,7,dewi amirulita beri informasi konsultasi mudah erti
"bagus, sangat bermanfaat",4,negative,positive,4,bagus bermanfaat,2,bagus manfaat
"kalo bisa untuk awal atau orang yg bru daftar di ksih gratis aja to kita jga kn hanya bertanya tentang penyakit, hanya untuk memastikan sja apa yg di rasa , kalau untuk info lengkap nya kta bisa langsung ke dokter",4,neutral,positive,41,kalo orang bru daftar ksih gratis to jga kn penyakit sja info lengkap kta langsung dokter,16,kalo orang bru daftar ksih gratis to jga kn sakit sja info lengkap kta langsung dokter
sangat memuaskan dan membuat hati saya legah terima kasih dok.,5,positive,positive,11,memuaskan hati legah terima kasih,5,muas hati legah terima kasih
dokternya sabar mnjawab smua prtanyaan dg jelas smoga cpet smbuh dok,5,neutral,positive,11,dokternya sabar mnjawab smua prtanyaan dg smoga cpet smbuh,9,dokter sabar mnjawab smua prtanyaan dg smoga cpet smbuh
sangat membantu p,5,neutral,positive,3,membantu p,2,bantu p
ok,5,neutral,positive,1,ok,1,ok
baik. terbantu,5,negative,positive,3,terbantu,1,bantu
sangat puas dengan apa yg di sampaikan dokter di sni,5,negative,positive,10,puas dokter sni,3,puas dokter sni
"baik, ramah dan respon dokternya cepat...",5,negative,positive,8,ramah respon dokternya cepat,4,ramah respon dokter cepat
"gw pake apk alodokter udh dr lama bangettt sekitar 2-3tahunan dan sumpah gw baru kali ini kecewa sama aplikasinya, udh tebus obat malah obat nya belum datang2 udh hubungin call center tapi respon nya gak jelas. plis deh tolong bangettt ini perbaikin yaaa aplikasi nya jangan kaya gini bikin kecewa parah akhirnya itu obat gw beli sendiri pdhl gw udh tebus obatnya tapi dr apk alodokter nya gak konfirmasi2",1,negative,negative,71,gw pake apk alodokter udh bangettt 23tahunan sumpah gw kali kecewa aplikasinya udh tebus obat obat datang2 udh hubungin call center respon plis deh tolong bangettt perbaikin yaaa aplikasi kaya gini bikin kecewa parah obat gw beli pdhl gw udh tebus obatnya apk alodokter konfirmasi2,45,gw pake apk alodokter udh bangettt 23tahunan sumpah gw kali kecewa aplikasi udh tebus obat obat datang2 udh hubungin call center respon plis deh tolong bangettt perbaikin yaaa aplikasi kaya gin bikin kecewa parah obat gw beli pdhl gw udh tebus obat apk alodokter konfirmasi2
"penjelasan amat sangat baik dan jls, terimakasih dok",5,neutral,positive,9,penjelasan jls terimakasih,3,jelas jls terimakasih
semoga cocok dgn resep dokter,5,positive,positive,5,semoga cocok dgn resep dokter,5,moga cocok dgn resep dokter
membantu,5,negative,positive,1,membantu,1,bantu
"sue, udah dibayar dokter nya ga online online. jadi hutang tuh, kalo kalian meninggal ada hak yg belum dilakukan sama gw buat alodokter n dokter nya. harusnya ada sistem refund kalo ga dilayani dokternya",1,neutral,negative,38,sue dibayar dokter online online hutang tuh kalo meninggal hak gw alodokter n dokter sistem refund kalo dilayani dokternya,19,sue bayar dokter online online hutang tuh kalo tinggal hak gw alodokter n dokter sistem refund kalo layan dokter
puas sekli,5,neutral,positive,2,puas sekli,2,puas sekli
responnya cepat dan tepat,5,negative,positive,4,responnya cepat,2,responnya cepat
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
bagus,5,neutral,positive,1,bagus,1,bagus
dokternya ramah,5,negative,positive,2,dokternya ramah,2,dokter ramah
terbaik ,5,neutral,positive,1,terbaik,1,baik
aplikasi yang mantap dan keren,5,negative,positive,5,aplikasi mantap keren,3,aplikasi mantap keren
"responsif, ramah",5,positive,positive,3,responsif ramah,2,responsif ramah
sangat membantu,5,negative,positive,2,membantu,1,bantu
"dokter sangat ramah, cepat respon. semoga semua pasien beliau cepat sembuh ya ",5,neutral,positive,14,dokter ramah cepat respon semoga pasien beliau cepat sembuh,9,dokter ramah cepat respon moga pasien beliau cepat sembuh
sangat ramah,5,negative,positive,2,ramah,1,ramah
tolong hapus data saya karena sudah tidak digunakan lagi,4,neutral,positive,9,tolong hapus data,3,tolong hapus data
minta surat keterangan dari dokter tp gatau gimana caranya,4,neutral,positive,9,surat keterangan dokter tp gatau gimana,6,surat terang dokter tp gatau gimana
kakaknya merespon dengan baik,3,negative,neutral,4,kakaknya merespon,2,kakak merespon
mantap chat respon dokter bagus,5,positive,positive,5,mantap chat respon dokter bagus,5,mantap chat respon dokter bagus
aku harus bakar lemak dan menghindari makanan berlemak...,5,positive,positive,9,bakar lemak menghindari makanan berlemak,5,bakar lemak hindar makan lemak
dokternya ramah dan baik.makasih dokter,5,neutral,positive,5,dokternya ramah baikmakasih dokter,4,dokter ramah baikmakasih dokter
bagus,5,neutral,positive,1,bagus,1,bagus
best,5,neutral,positive,1,best,1,best
puas dengan jawaban dokter,5,positive,positive,4,puas dokter,2,puas dokter
dokternya baik penjelasannya juga baik alhamdulillah,5,neutral,positive,6,dokternya penjelasannya alhamdulillah,3,dokter jelas alhamdulillah
sangat membantu keluarga sy kalau sakit,5,neutral,positive,6,membantu keluarga sy sakit,4,bantu keluarga sy sakit
"dr gizi alodokter sumpah buruk banget, dia tidak bertanya apapun, tiba"" menjelaskan secara template gak jelas, tiba chat ku di tutup, dan emang beda pelayanannya pake asuransi, sia"" banget menyesal dan menyebalkan, dan awal aku tidak bjsa memilih dokter karena otomatis dari aplikasi",1,neutral,negative,51,gizi alodokter sumpah buruk apapun template chat ku tutup emang beda pelayanannya pake asuransi sia menyesal menyebalkan bjsa memilih dokter otomatis aplikasi,22,gizi alodokter sumpah buruk apa template chat ku tutup emang beda layan pake asuransi sia sesal sebal bjsa pilih dokter otomatis aplikasi
