content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
"aslinya respon cepat,penjelasannya detail dan jelas...",5,negative,positive,9,aslinya respon cepatpenjelasannya detail,4
sangat membantu . penjelasan sangat jelas,5,neutral,positive,6,membantu penjelasan,2
ramah selali dokternya,5,negative,positive,3,ramah selali dokternya,3
respon pertama chat lama sekarang tidak seperti dulu langsung direspon ... ada tulisan tunggu 5 menit tpi sudah 1 jam nunggu tak kunjung di respon2 oleh dokternya,4,neutral,positive,27,respon chat langsung direspon tulisan tunggu 5 menit tpi 1 jam nunggu kunjung respon2 dokternya,15
okee lahh,5,negative,positive,2,okee lahh,2
"mudah dipahami, tidak bikin panik",5,positive,positive,6,mudah dipahami bikin panik,4
dokter ramah dan baik,5,positive,positive,4,dokter ramah,2
ok,4,neutral,positive,1,ok,1
sangat baik,5,negative,positive,2,,0
baikk,5,negative,positive,1,baikk,1
"saya booking untuk janji temu dokter di daerah bengkulu di rs gading medika, namun pihak rs tidak mendapat info mengenai bookingan tersebut, sedangkan status di aplikasi menyatakan sudah berhasil di booking.",1,neutral,negative,34,booking janji temu dokter daerah bengkulu rs gading medika rs info bookingan status aplikasi berhasil booking,16
"sangat membantu,dokter juga ramah",5,neutral,positive,6,membantudokter ramah,2
"wahhh saya kasih bintang 5, karena pelayanannya sangat ramah serta instruksi yang sangat mudah dipahami, ayooo segera download aplikasi alodokter, agar kamu mendapatkan pengalaman yang lebih luas.",5,positive,positive,31,wahhh kasih bintang 5 pelayanannya ramah instruksi mudah dipahami ayooo download aplikasi alodokter pengalaman luas,15
tks atas penjelasan dan konsultasinya dari dr imanuel sukses selalu,5,negative,positive,10,tks penjelasan konsultasinya imanuel sukses,5
puas,5,negative,positive,1,puas,1
sangat membantu,5,negative,positive,2,membantu,1
apakah cuma nanya2 harus bayar mahal? gamasuk akal banget,1,neutral,negative,10,nanya2 bayar mahal gamasuk akal,5
terbaik,5,neutral,positive,1,terbaik,1
sangat membantu,5,negative,positive,2,membantu,1
oke laah yaaa,4,negative,positive,3,oke laah yaaa,3
dokternya sangat ramah dan cepat dalam menjelaskan trimakasih dokter,5,neutral,positive,9,dokternya ramah cepat trimakasih dokter,5
"transaksi di batalkan, kebuang sia"" duitnyaaa",2,neutral,negative,8,transaksi batalkan kebuang sia duitnyaaa,5
oke,5,neutral,positive,1,oke,1
dokternya sgat ramah dan detail penjelasannya,5,negative,positive,6,dokternya sgat ramah detail penjelasannya,5
sangat jelas n akurat,5,negative,positive,4,n akurat,2
respon dan baik,5,negative,positive,3,respon,1
"semuanya bagus, tapi yang jadi pertanyaan saya adalah kenapa saya tidak bisa mengurangi jumlah obat resep yang sama?",4,neutral,positive,20,bagus mengurangi obat resep,4
baru download,5,neutral,positive,2,download,1
sngat bermanfaat,5,neutral,positive,2,sngat bermanfaat,2
sangat membantu,5,negative,positive,2,membantu,1
penjelasan singkat namun dg mudah di pahami,5,neutral,positive,7,penjelasan singkat dg mudah pahami,5
baik,5,negative,positive,1,,0
erdss,1,neutral,negative,1,erdss,1
sangat membantu,5,negative,positive,2,membantu,1
dokter ramah dan fast respon,5,neutral,positive,5,dokter ramah fast respon,4
sangat puas dengan hallo dokter,5,positive,positive,5,puas hallo dokter,3
belum bisa menyelesaikan masalah saya,3,positive,neutral,5,menyelesaikan,1
bagus cuman bales nya lamaaaa,3,negative,neutral,5,bagus cuman bales lamaaaa,4
sangat membantu,5,negative,positive,2,membantu,1
membantu sekali makasih seluruh dokter indonesia gk ribet² cari pertanyaan di sosmed good luck!!!,5,negative,positive,17,membantu makasih dokter indonesia gk ribet² cari sosmed good luck,10
sangat jelas sekali penjelasan bu dokternya dan detail terima kasih,5,positive,positive,10,penjelasan bu dokternya detail terima kasih,6
lumayan buat nambah wawasan,4,positive,positive,4,lumayan nambah wawasan,3
dokter nya sangat baik penjelasan nya,5,negative,positive,6,dokter penjelasan,2
"setiap pakai selalu bermasalah dengan upload gambar atau foto,padahal setingan hp sudah benar mengijinkan untuk upload foto. apa yg terjadi?saya sampai tidak nisa kirim gambar,padahal permasalahan selalu butuh gambar misal kulit",1,neutral,negative,38,pakai bermasalah upload gambar fotopadahal setingan hp mengijinkan upload foto terjadisaya nisa kirim gambarpadahal permasalahan butuh gambar kulit,18
dokternya responsif..terimakasih,5,negative,positive,4,dokternya responsifterimakasih,2
"terimakasih banyak dr. dea.. informatif, ramah dan solutif",5,negative,positive,10,terimakasih dea informatif ramah solutif,5
sangat membantu sekali,5,negative,positive,3,membantu,1
aplikasi yg sgt bgus,5,negative,positive,4,aplikasi sgt bgus,3
bagus bgt,5,neutral,positive,2,bagus bgt,2
sangat membantu,2,negative,negative,2,membantu,1
sangat jelas dan ramah,5,negative,positive,4,ramah,1
dr ramah. sangat membantu,5,positive,positive,5,ramah membantu,2
sayang harus bayar dulu dan gk ada bang dana .. pdhal syh bner² ingin tanya stiap malam tulang pinggang sangt sakit telapak kaky trasa panas dan pegal,1,neutral,negative,27,sayang bayar gk bang dana pdhal syh bner² stiap malam tulang pinggang sangt sakit telapak kaky trasa panas pegal,19
"penjelasan sangat detail, menjawab dengan jelas dan rinci setiap keluhan..terima kasih dok",5,positive,positive,15,penjelasan detail rinci keluhanterima kasih,5
"saya merasa tidak baik saya benar benar kecewa dengan dokter kulit, atas nama ketut dia telah menyuruh saya membayar banyak dan di tidak melakukan sesuai yang saya memberi tahunya sangat buruk",1,positive,negative,32,kecewa dokter kulit nama ketut menyuruh membayar sesuai tahunya buruk,10
"halo dok,, saya mempunya keluhan wajah gampang iritasi kemerahan sensitif dan jerawat saya harus konsumsi vitamin apa dok",4,neutral,positive,20,halo mempunya keluhan wajah gampang iritasi kemerahan sensitif jerawat konsumsi vitamin,11
"saya pengguna asuransi sequis, dan utk online medis dgn alodokter sangat kecewa sekali. ini kenapa saya setting domisili di kota kediri, malah obat nya diarahkan ke apotek pulo gebang jakarta. bisa 3 hari lebih baru nyampe. saya chat admin kenapanya, malah dijawab pemilihan lokasi sesuai dengan kesediaan obat di apotek. heran banget padahal sakit saya umum obat darah tinggi, masa apotek di kota kediri tidak punya semacam amlodipin, neurodex. plis itu obat umum, dan hampir semua apotek punya.",1,neutral,negative,90,pengguna asuransi sequis utk online medis dgn alodokter kecewa setting domisili kota kediri obat diarahkan apotek pulo gebang jakarta 3 nyampe chat admin kenapanya pemilihan lokasi sesuai kesediaan obat apotek heran sakit obat darah apotek kota kediri amlodipin neurodex plis obat apotek,42
terimakasih dokter yang sudah mempermudah urusan saya,5,positive,positive,7,terimakasih dokter mempermudah urusan,4
sngat mmbantu untuk pnngann pertma,5,negative,positive,5,sngat mmbantu pnngann pertma,4
good dokternya n jelas,4,neutral,positive,4,good dokternya n,3
aplikasi ini sangat membantu untuk tindakan pertolong pertama...,5,neutral,positive,9,aplikasi membantu tindakan pertolong,4
"baguss, ramah,, jelas",5,negative,positive,6,baguss ramah,2
"kalau server lagi bagus, dokternya responsif bgt.. terima kasih sya sangat terbantu",5,neutral,positive,14,server bagus dokternya responsif bgt terima kasih sya terbantu,9
jawaban dokter nya menenangkan..,5,negative,positive,5,dokter menenangkan,2
respon sangat baik,5,negative,positive,3,respon,1
"dokter nya cuek , dan to the point",3,negative,neutral,8,dokter cuek to the point,5
keren sangat membantu,5,neutral,positive,3,keren membantu,2
"mohon bantuannya, saya pesan obat di alodokter shop di tolak, saya minta dilakukan pemesanan ulang tapi belum ada tindak lanjut, padahal sangat urgent tolong bantuannya",2,positive,negative,28,mohon bantuannya pesan obat alodokter shop tolak pemesanan ulang tindak urgent tolong bantuannya,13
sangat membantu,5,negative,positive,2,membantu,1
sangat baik,5,negative,positive,2,,0
pelayanan bagus,5,neutral,positive,2,pelayanan bagus,2
terbantu,5,positive,positive,1,terbantu,1
terbaik dokterku,5,negative,positive,2,terbaik dokterku,2
sarannya membantu sekali semoga bermanfaat dan ada hasil yang lebih baik buat aku kak ,5,negative,positive,14,sarannya membantu semoga bermanfaat hasil kak,6
semoga selalu di berikan ksehatan,5,neutral,positive,5,semoga ksehatan,2
jelas,5,negative,positive,1,,0
good,5,neutral,positive,1,good,1
"konsultasi di tgl 20 april 2024 dan langsung pesan obat sesuai resep! dan ga dikirim2 sampai tgl 24 april 2024 ysudah mencoba untuk sabar dan ajukan refund tapi ga di dikasih kejelasan sampai sekarang tgl 30 april 2024, yahhhh jelek banget sumpahhh, lelett!!! semua orang ada batas sabarnya.",1,positive,negative,55,konsultasi tgl 20 april 2024 langsung pesan obat sesuai resep dikirim2 tgl 24 april 2024 ysudah mencoba sabar ajukan refund dikasih kejelasan tgl 30 april 2024 yahhhh jelek sumpahhh lelett orang batas sabarnya,33
katanya gratis kok ini malah disuruh bayar sih,1,negative,negative,8,gratis disuruh bayar sih,4
sangat membantu dan puas dengan jawaban ya g diberikan terima kasih banyak,5,negative,positive,12,membantu puas g terima kasih,5
cepat,5,neutral,positive,1,cepat,1
terimakasih dokter,5,positive,positive,2,terimakasih dokter,2
dok saya mau nanyak saya kalau duduk jonkok kluar darah dari lubang anus. saya lihat kayak ada lukak kecil. jadi darah kluar dari situ. mau nanya apa obatnya ya. untuk mentup luka,3,neutral,neutral,36,nanyak duduk jonkok kluar darah lubang anus lihat kayak lukak darah kluar situ nanya obatnya mentup luka,17
sangat membantu orang yg sakit,5,neutral,positive,5,membantu orang sakit,3
puas,5,negative,positive,1,puas,1
sudah bayar dan nunggu 7 menit dan tidak ada balasan sama skali sudah lama,2,neutral,negative,14,bayar nunggu 7 menit balasan skali,6
lebih akurat,4,negative,positive,2,akurat,1
"saya kasi 1 bintang aja, masa chat aja harus ada bayarannya kan ngak mungkin dasar aplikasi ngak berguna",1,neutral,negative,19,kasi 1 bintang chat bayarannya ngak dasar aplikasi ngak berguna,10
baguss,4,neutral,positive,1,baguss,1
"dokternya ramah, penjelasannya sangat jelas, singkat dan mudah dipahami. respon cepat walaupun chat di jam-jam sibuk bahkan di waktu istirahat.. best bgt..",5,positive,positive,27,dokternya ramah penjelasannya singkat mudah dipahami respon cepat chat jamjam sibuk istirahat best bgt,14
terimakasih buat dokter udh kasih saran yg baik n respon nyah juga baik terimakasih resep nyah dokter ,5,positive,positive,17,terimakasih dokter udh kasih saran n respon nyah terimakasih resep nyah dokter,12
"puas,",5,negative,positive,2,puas,1
kurang jelas,2,negative,negative,2,,0
bagus dan baik,5,positive,positive,3,bagus,1
"pelayanan cepat,, dokter ramah,, terimaksih",5,negative,positive,9,pelayanan cepat dokter ramah terimaksih,5
baik pastrespon,4,neutral,positive,2,pastrespon,1
"sebelumnya pelayanan sangat cepat. sekarang di saat mendesak, sudah lebih dari 10 menit, tidak ada respon sama sekali dari dokternya.",1,positive,negative,24,pelayanan cepat mendesak 10 menit respon dokternya,7
sangat puas dengan pelayanan aldokter,5,neutral,positive,5,puas pelayanan aldokter,3
"pada saat nebus obat, ternyata apotik membatalkan transaksi karena katanya stok habis . refund uang nebus obat sebesar 400 an ribu dalam 3 hari kerja. padahal obatnya butuh saat itu juga, dan tanggal tua. ",3,negative,neutral,38,nebus obat apotik membatalkan transaksi stok habis refund uang nebus obat 400 an ribu 3 kerja obatnya butuh tanggal tua,20
terbaik semua dokternya dan pelayannnya,5,negative,positive,5,terbaik dokternya pelayannnya,3
"mahal jelek banget, baru aja bayar dokter ehh sesinya udah di tutup aja bales laaaaammaaaaaa benerrr jelekk jangan di download!!",1,negative,negative,23,mahal jelek bayar dokter ehh sesinya tutup bales laaaaammaaaaaa benerrr jelekk download,12
dokter sangat ramah dan penjelasannya jg jelas,5,neutral,positive,7,dokter ramah penjelasannya jg,4
"dokternya fast respon, sabar menjawab setiap pertanyaan saya. semoga resep obatnya cocok.",5,neutral,positive,15,dokternya fast respon sabar semoga resep obatnya cocok,8
sangat membantu,5,negative,positive,2,membantu,1
sangat membantu,5,negative,positive,2,membantu,1
bagus banget cepat tanggap dan akurat,5,neutral,positive,6,bagus cepat tanggap akurat,4
semua penjelasan dari dokter dapat membantu untuk kesehatan...!,5,positive,positive,10,penjelasan dokter membantu kesehatan,4
"order konsul jam 12 malam dibalas hampir jam 5 pagi. alasan admin traffic tinggi, lah gaperduli mau traffic tinggi atau gimana ya itu urusan sistem lu pada yg harus diperbaiki kalo memang 1 dokter keteteran ya bagi ke dr lain sistem harus tegas, harus ada batas maksimal waktu menunggu! ya masa nunggu konsul sampe hampir 5 jam???? ga ada kepastian durasi nunggu, dan berujung tidak ada sesi konsul dan mau ga mau refund dan masih ribet lagi ngisi data ",1,positive,negative,88,order konsul jam 12 malam dibalas jam 5 pagi alasan admin traffic gaperduli traffic gimana urusan sistem lu diperbaiki kalo 1 dokter keteteran sistem batas maksimal menunggu nunggu konsul sampe 5 jam kepastian durasi nunggu berujung sesi konsul refund ribet ngisi data,42
baik,5,negative,positive,1,,0
terimakasih banyak dok,5,neutral,positive,3,terimakasih,1
"tidak dapat berdiskusi terbuka dengan dokter, dan di wajibkan harus ngechat pribadi dokter tolong di ubah",3,neutral,neutral,17,berdiskusi terbuka dokter wajibkan ngechat pribadi dokter tolong ubah,9
sangat membantu.support for all,5,positive,positive,4,membantusupport for all,3
mantap,5,negative,positive,1,mantap,1
"apk ini ok juga dan juga pak dokter baik dan ramah tapi sayang nya saat saya butuh obat tidak sesuai dari apotik nya jadi saya males,,,resep obat apa di kasih obat apotik nya lain.",1,neutral,negative,39,apk ok dokter ramah sayang butuh obat sesuai apotik malesresep obat kasih obat apotik,14
ragu2 konsultasi dokter di alodokter.. ternyata disini malah diberi penjelasan lebih lengkap ttg penyakit saya dan langkah2 apa yg harus dilakukan. terima kasih dokter...sukses selalu,5,positive,positive,29,ragu2 konsultasi dokter alodokter penjelasan lengkap ttg penyakit langkah2 terima kasih doktersukses,12
respon cepat. dokternya ramah dan baik,5,negative,positive,7,respon cepat dokternya ramah,4
puas konsul dengan dokter daniel ferrand. sehat untuk dokter ya. sekali lg terima kasih byk atas penjelasannya yg jelas dan gamblang,5,negative,positive,23,puas konsul dokter daniel ferrand sehat dokter lg terima kasih byk penjelasannya gamblang,13
sangat baik,1,negative,negative,2,,0
bagus cmn karna bayar gak ada duit,4,negative,positive,7,bagus cmn karna bayar duit,5
sangat membantu untk sekedar konsultasi...,5,neutral,positive,6,membantu untk sekedar konsultasi,4
bagus banget dan ramah,5,neutral,positive,4,bagus ramah,2
"dokternya sangat2 baik, ramah, dan responnya cepat sekali, sehat selalu dokter",5,neutral,positive,14,dokternya sangat2 ramah responnya cepat sehat dokter,7
bad bangeeet untuk pengiriman obaaat nunggu 2-4 hari...padahal di deskripsi diterima 1 jam..sangaaaat tidak logis untuk org yg sakit.bukan malah membantu tapi mempersulit,1,neutral,negative,27,bad bangeeet pengiriman obaaat nunggu 24 haripadahal deskripsi diterima 1 jamsangaaaat logis org sakitbukan membantu mempersulit,16
sudah bayar mahal-mahal.. dokternya tidak menjawab pertanyaan saya. eh malah ditutup permanen sama pihak aplikasi karena dokter tidak membalas selama 30 menit.. ini maksudnya apa cobaa. saya membayar dan ingin konsultasi supaya saya tau apa yang saya alami bukan malah di buat nunggu jawaban lalu diakhiri secara otomatis. dan juga saya memesan dokter a tapi setelah melakukan pembayaran yang ditemani konsultasi malah dokter z. ini aplikasi yang tidak membantu sama sekali,1,positive,negative,76,bayar mahalmahal dokternya eh ditutup permanen aplikasi dokter membalas 30 menit maksudnya cobaa membayar konsultasi tau alami nunggu otomatis memesan dokter a pembayaran ditemani konsultasi dokter z aplikasi membantu,29
pelayanan online sangat puas,5,positive,positive,4,pelayanan online puas,3
"dr. ramah dan sabar dalam menjawab pertanyaan saya, sangat membantu alodok untuk saya. terimakasih",5,neutral,positive,16,ramah sabar membantu alodok terimakasih,5
